dataset_scientificName	dataset_taxonID	acceptedNameUsageID	acceptedName	gbif_speciesName	gbif_taxonID	taxonomicStatus	ncbi_speciesName	ncbi_taxonID	status	ncbi_acceptedName	gbif_wikidata_uri	ncbi_taxonID_wd	ncbi_wikidata_uri	gbif_taxonID_wd	curation
Myosotis nemorosa Besser	7730039	7730039	Myosotis nemorosa Besser	Myosotis nemorosa Besser	7730039	accepted	Myosotis nemorosa Besser	1533223	exact_match	Myosotis nemorosa			http://www.wikidata.org/entity/Q1569341	7294917	wd_batch_update_gbif_taxonid
Linum campanulatum L.	7734774	7734774	Linum campanulatum L.	Linum campanulatum L.	7734774	accepted	Linum campanulatum L.	610152	exact_match	Linum campanulatum			http://www.wikidata.org/entity/Q3241249	4048333	wd_batch_update_gbif_taxonid
Valeriana montana L.	7735944	7735944	Valeriana montana L.	Valeriana montana L.	7735944	accepted	Valeriana montana L.	243118	exact_match	Valeriana montana			http://www.wikidata.org/entity/Q159980	7298851	wd_batch_update_gbif_taxonid
Spergularia marina (L.) Besser	7736551	7736551	Spergularia marina (L.) Besser	Spergularia marina (L.) Besser	7736551	accepted	Spergularia marina (L.) Besser	191669	exact_match	Spergularia marina			http://www.wikidata.org/entity/Q15577039	3085658	wd_batch_update_gbif_taxonid
Epilobium nutans F.W.Schmidt	7737682	7737682	Epilobium nutans F.W.Schmidt	Epilobium nutans F.W.Schmidt	7737682	accepted	Epilobium nutans F.W.Schmidt, non Hornem., 1810, nec Lej., 1825, nec Sommerf., 1826, nec G.Don, 1832, nec A.Kern., 1869	1532804	exact_match	Epilobium nutans			http://www.wikidata.org/entity/Q160724	3663767	wd_batch_update_gbif_taxonid
Silene otites (L.) Wibel	7746901	7746901	Silene otites (L.) Wibel	Silene otites (L.) Wibel	7746901	accepted	Silene otites (L.) Wibel, 1799	42039	exact_match	Silene otites			http://www.wikidata.org/entity/Q2016755	7267395	wd_batch_update_gbif_taxonid
Rubus chaerophyllus Sagorski & W.Schultze	7748172	7748172	Rubus chaerophyllus Sagorski & W.Schultze	Rubus chaerophyllus Sagorski & W.Schultze	7748172	accepted	Rubus chaerophyllus Sagorski & W.Schultze ex Sagorski	1546400	exact_match	Rubus chaerophyllus			http://www.wikidata.org/entity/Q17248022	2997802	wd_batch_update_gbif_taxonid
Orobanche gracilis Sm.	7750780	7750780	Orobanche gracilis Sm.	Orobanche gracilis Sm.	7750780	accepted	Orobanche gracilis Sm.	223107	exact_match	Orobanche gracilis			http://www.wikidata.org/entity/Q160287	7332490	wd_batch_update_gbif_taxonid
Rubus bavaricus (Focke) Utsch	7753571	7753571	Rubus bavaricus (Focke) Utsch	Rubus bavaricus (Focke) Utsch	7753571	accepted	Rubus bavaricus (Focke) Utsch	1546388	exact_match	Rubus bavaricus			http://www.wikidata.org/entity/Q15546357	2990482	wd_batch_update_gbif_taxonid
Arenaria ciliata L.	7756154	7756154	Arenaria ciliata L.	Arenaria ciliata L.	7756154	accepted	Arenaria ciliata L.	410627	exact_match	Arenaria ciliata			http://www.wikidata.org/entity/Q4788949	5384480	wd_batch_update_gbif_taxonid
Lonicera nigra L.	7768870	7768870	Lonicera nigra L.	Lonicera nigra L.	7768870	accepted	Lonicera nigra L.	486680	exact_match	Lonicera nigra			http://www.wikidata.org/entity/Q163141	7272444	wd_batch_update_gbif_taxonid
Crataegus coccinea L.	7790614	7790614	Crataegus coccinea L.	Crataegus coccinea L.	7790614	accepted	Crataegus coccinea L.	356593	exact_match	Crataegus coccinea			http://www.wikidata.org/entity/Q3002196	3014220	wd_batch_update_gbif_taxonid
Corispermum hyssopifolium L.	7793820	7793820	Corispermum hyssopifolium L.	Corispermum hyssopifolium L.	7793820	accepted	Corispermum hyssopifolium L.	1151092	exact_match	Corispermum hyssopifolium			http://www.wikidata.org/entity/Q12849276	3083972	wd_batch_update_gbif_taxonid
Persicaria mitis (Schrank) Assenov	7804549	7804549	Persicaria mitis (Schrank) Assenov	Persicaria mitis (Schrank) Assenov	7804549	accepted	Persicaria mitis (Schrank) Assenov	1155347	exact_match	Persicaria mitis			http://www.wikidata.org/entity/Q3900166	7291415	wd_batch_update_gbif_taxonid
Scrophularia vernalis L.	7810918	7810918	Scrophularia vernalis L.	Scrophularia vernalis L.	7810918	accepted	Scrophularia vernalis L., 1753	402031	exact_match	Scrophularia vernalis			http://www.wikidata.org/entity/Q160079	7332644	wd_batch_update_gbif_taxonid
Polygonum aviculare L.	7821030	7821030	Polygonum aviculare L.	Polygonum aviculare L.	7821030	accepted	Polygonum aviculare L.	137693	exact_match	Polygonum aviculare			http://www.wikidata.org/entity/Q242573	5334400	wd_batch_update_gbif_taxonid
Ranunculus lanuginosus L.	7826351	7826351	Ranunculus lanuginosus L.	Ranunculus lanuginosus L.	7826351	accepted	Ranunculus lanuginosus L., 1753	286924	exact_match	Ranunculus lanuginosus			http://www.wikidata.org/entity/Q164248	3924644	wd_batch_update_gbif_taxonid
Scleranthus polycarpos L.	7833028	7833028	Scleranthus polycarpos L.	Scleranthus polycarpos L.	7833028	accepted	Scleranthus polycarpos L., 1756	2029525	exact_match	Scleranthus polycarpos			http://www.wikidata.org/entity/Q17233904	7314290	wd_batch_update_gbif_taxonid
Colutea arborescens L.	7844167	7844167	Colutea arborescens L.	Colutea arborescens L.	7844167	accepted	Colutea arborescens L.	47649	exact_match	Colutea arborescens			http://www.wikidata.org/entity/Q158890	2956453	wd_batch_update_gbif_taxonid
Gymnadenia conopsea (L.) R.Br.	7845022	7845022	Gymnadenia conopsea (L.) R.Br.	Gymnadenia conopsea (L.) R.Br.	7845022	accepted	Gymnadenia conopsea (L.) R.Br.	59324	exact_match	Gymnadenia conopsea			http://www.wikidata.org/entity/Q157442	2840512	wd_batch_update_gbif_taxonid
Mentha ×suavis Guss.	7858518	7858518	Mentha suavis Guss.	Mentha maximilianea F.W.Schultz	4931105	synonym	Mentha x maximilianea F.W. Schultz	1164940	exact_match	Mentha x maximilianea	http://www.wikidata.org/entity/Q15343421				wd_batch_add_ncbi_taxonid
Geum japonicum Thunb.	7860935	7860935	Geum japonicum Thunb.	Geum japonicum Thunb.	7860935	accepted	Geum japonicum Thunb.	321607	exact_match	Geum japonicum			http://www.wikidata.org/entity/Q164367	5369684	wd_batch_update_gbif_taxonid
Aethionema saxatile (L.) R.Br.	7870683	7870683	Aethionema saxatile (L.) R.Br.	Aethionema saxatile (L.) R.Br.	7870683	accepted	Aethionema saxatile (L.) R.Br.	202778	exact_match	Aethionema saxatile			http://www.wikidata.org/entity/Q7485552	3051094	wd_batch_update_gbif_taxonid
Veronica scardica Griseb.	7871681	7871681	Veronica scardica Griseb.	Veronica scardica Griseb.	7871681	accepted	Veronica scardica Griseb.	495258	exact_match	Veronica scardica			http://www.wikidata.org/entity/Q4108053	7331812	wd_batch_update_gbif_taxonid
Veronica chamaedrys L.	7874883	7874883	Veronica chamaedrys L.	Veronica chamaedrys L.	7874883	accepted	Veronica chamaedrys L.	165330	exact_match	Veronica chamaedrys			http://www.wikidata.org/entity/Q157343	3172085	wd_batch_update_gbif_taxonid
Triticum monococcum L.	7883427	7883427	Triticum monococcum L.	Triticum monococcum L.	7883427	accepted	Triticum monococcum L.	4568	exact_match	Triticum monococcum			http://www.wikidata.org/entity/Q161397	2706410	wd_batch_update_gbif_taxonid
Oenothera fruticosa L.	7884360	7884360	Oenothera fruticosa L.	Oenothera fruticosa L.	7884360	accepted	Oenothera fruticosa L.	203951	exact_match	Oenothera fruticosa			http://www.wikidata.org/entity/Q7078662	3188905	wd_batch_update_gbif_taxonid
Hamamelis mollis Oliv.	7889215	7889215	Hamamelis mollis Oliv.	Hamamelis mollis Oliv.	7889215	accepted	Hamamelis mollis Oliv.	4396	exact_match	Hamamelis mollis			http://www.wikidata.org/entity/Q1074130	7329119	wd_batch_update_gbif_taxonid
Helleborus purpurascens Waldst. & Kit.	7889472	7889472	Helleborus purpurascens Waldst. & Kit.	Helleborus purpurascens Waldst. & Kit.	7889472	accepted	Helleborus purpurascens Waldst. & Kit.	171899	exact_match	Helleborus purpurascens			http://www.wikidata.org/entity/Q737738	3923520	wd_batch_update_gbif_taxonid
Alchemilla vulgaris L.	7890713	7890713	Alchemilla vulgaris L.	Alchemilla vulgaris L.	7890713	accepted	Alchemilla vulgaris L., 1753, non auct.	49855	exact_match	Alchemilla vulgaris			http://www.wikidata.org/entity/Q160189	3027557	wd_batch_update_gbif_taxonid
Datura ferox L.	7894250	7894250	Datura ferox L.	Datura ferox L.	7894250	accepted	Datura ferox L.	169103	exact_match	Datura ferox			http://www.wikidata.org/entity/Q1245970	2928739	wd_batch_update_gbif_taxonid
Lonicera maackii (Rupr.) Maxim.	7902463	7902463	Lonicera maackii (Rupr.) Maxim.	Lonicera maackii (Rupr.) Maxim.	7902463	accepted	Lonicera maackii (Rupr.) Maxim.	51255	exact_match	Lonicera maackii			http://www.wikidata.org/entity/Q1076276	5334234	wd_batch_update_gbif_taxonid
Brassica rapa L.	7903057	7903057	Brassica rapa L.	Brassica rapa L.	7903057	accepted	Brassica rapa L., 1753	3711	exact_match	Brassica rapa			http://www.wikidata.org/entity/Q3384	3042677	wd_batch_update_gbif_taxonid
Senecio sarracenicus L.	7903764	7903764	Senecio sarracenicus L.	Senecio sarracenicus L.	7903764	accepted	Senecio sarracenicus L.	462557	exact_match	Senecio sarracenicus			http://www.wikidata.org/entity/Q743916	3107362	wd_batch_update_gbif_taxonid
Amaranthus albus L.	7905507	7905507	Amaranthus albus L.	Amaranthus albus L.	7905507	accepted	Amaranthus albus L.	124760	exact_match	Amaranthus albus			http://www.wikidata.org/entity/Q164118	5384372	wd_batch_update_gbif_taxonid
Odontites litoralis (Fr.) Fr.	7911410	7911410	Odontites litoralis (Fr.) Fr.	Odontites litoralis (Fr.) Fr.	7911410	accepted	Odontites litoralis (Fr.) Fr., 1845	1778252	exact_match	Odontites litoralis			http://www.wikidata.org/entity/Q139007	5540618	wd_batch_update_gbif_taxonid
Cotoneaster tomentosus (Aiton) Lindl.	7916436	7916436	Cotoneaster tomentosus (Aiton) Lindl.	Cotoneaster tomentosus (Aiton) Lindl.	7916436	accepted	Cotoneaster tomentosus (Aiton) Lindl.	1143230	exact_match	Cotoneaster tomentosus			http://www.wikidata.org/entity/Q160934	3025654	wd_batch_update_gbif_taxonid
Hypericum hirsutum L.	7921919	7921919	Hypericum hirsutum L.	Hypericum hirsutum L.	7921919	accepted	Hypericum hirsutum L.	673928	exact_match	Hypericum hirsutum			http://www.wikidata.org/entity/Q159185	3711777	wd_batch_update_gbif_taxonid
Soldanella alpina L.	7923515	7923515	Soldanella alpina L.	Soldanella alpina L.	7923515	accepted	Soldanella alpina L.	66308	exact_match	Soldanella alpina			http://www.wikidata.org/entity/Q159373	7290531	wd_batch_update_gbif_taxonid
Equisetum arvense L.	7924597	7924597	Equisetum arvense L.	Equisetum arvense L.	7924597	accepted	Equisetum arvense L.	3258	exact_match	Equisetum arvense			http://www.wikidata.org/entity/Q107592	2687921	wd_batch_update_gbif_taxonid
Thalictrum simplex L.	7931051	7931051	Thalictrum simplex L.	Thalictrum simplex L.	7931051	accepted	Thalictrum simplex L.	495765	exact_match	Thalictrum simplex			http://www.wikidata.org/entity/Q163311	7276649	wd_batch_update_gbif_taxonid
Prunus domestica L.	7931731	7931731	Prunus domestica L.	Prunus domestica L.	7931731	accepted	Prunus domestica L., 1753	3758	exact_match	Prunus domestica			http://www.wikidata.org/entity/Q44120	3021365	wd_batch_update_gbif_taxonid
Primula farinosa L.	7931979	7931979	Primula farinosa L.	Primula farinosa L.	7931979	accepted	Primula farinosa L.	133892	exact_match	Primula farinosa			http://www.wikidata.org/entity/Q161394	5414313	wd_batch_update_gbif_taxonid
Rosa tomentosa Sm.	7934161	7934161	Rosa tomentosa Sm.	Rosa tomentosa Sm.	7934161	accepted	Rosa tomentosa Sm.	267260	exact_match	Rosa tomentosa			http://www.wikidata.org/entity/Q1415682	3004299	wd_batch_update_gbif_taxonid
Artemisia rupestris L.	7934845	7934845	Artemisia rupestris L.	Artemisia rupestris L.	7934845	accepted	Artemisia rupestris L.	86317	exact_match	Artemisia rupestris			http://www.wikidata.org/entity/Q580679	3120873	wd_batch_update_gbif_taxonid
Orobanche lutea Baumg.	7943745	7943745	Orobanche lutea Baumg.	Orobanche lutea Baumg.	7943745	accepted	Orobanche lutea Baumg.	223113	exact_match	Orobanche lutea			http://www.wikidata.org/entity/Q165043	3732407	wd_batch_update_gbif_taxonid
Teucrium scordium L.	7945074	7945074	Teucrium scordium L.	Teucrium scordium L.	7945074	accepted	Teucrium scordium L.	1132410	exact_match	Teucrium scordium			http://www.wikidata.org/entity/Q158832	7308040	wd_batch_update_gbif_taxonid
Xeranthemum annuum L.	7956743	7956743	Xeranthemum annuum L.	Xeranthemum annuum L.	7956743	accepted	Xeranthemum annuum L.	145993	exact_match	Xeranthemum annuum			http://www.wikidata.org/entity/Q2054752	3144035	wd_batch_update_gbif_taxonid
Pedicularis oederi Vahl	7958539	7958539	Pedicularis oederi Vahl	Pedicularis oederi Vahl	7958539	accepted	Pedicularis oederi Vahl	326839	exact_match	Pedicularis oederi			http://www.wikidata.org/entity/Q162451	3171704	wd_batch_update_gbif_taxonid
Potentilla thuringiaca Bernh. ex Link	7960595	7960595	Potentilla thuringiaca Bernh. ex Link	Potentilla thuringiaca Bernh. ex Link	7960595	accepted	Potentilla thuringiaca Bernh. ex Link	654642	exact_match	Potentilla thuringiaca			http://www.wikidata.org/entity/Q162286	5367126	wd_batch_update_gbif_taxonid
Bupleurum longifolium L.	7960717	7960717	Bupleurum longifolium L.	Bupleurum longifolium L.	7960717	accepted	Bupleurum longifolium L.	198846	exact_match	Bupleurum longifolium			http://www.wikidata.org/entity/Q1804888	3637893	wd_batch_update_gbif_taxonid
Urtica dioica L.	7960979	7960979	Urtica dioica L.	Urtica dioica L.	7960979	accepted	Urtica dioica L.	3501	exact_match	Urtica dioica			http://www.wikidata.org/entity/Q155909	5361816	wd_batch_update_gbif_taxonid
Sedum rubens L.	7963827	7963827	Sedum rubens L.	Sedum rubens L.	7963827	accepted	Sedum rubens L.	1534599	exact_match	Sedum rubens			http://www.wikidata.org/entity/Q163382	5688582	wd_batch_update_gbif_taxonid
Juniperus sabina L.	7963890	7963890	Juniperus sabina L.	Juniperus sabina L.	7963890	accepted	Juniperus sabina L.	224740	exact_match	Juniperus sabina			http://www.wikidata.org/entity/Q148630	2684419	wd_batch_update_gbif_taxonid
Cardamine pratensis L.	7972010	7972010	Cardamine pratensis L.	Cardamine pratensis L.	7972010	accepted	Cardamine pratensis L.	50465	exact_match	Cardamine pratensis			http://www.wikidata.org/entity/Q27490	3045752	wd_batch_update_gbif_taxonid
Euphrasia minima Jacq. ex DC.	7989064	7989064	Euphrasia minima Jacq. ex DC.	Euphrasia minima Jacq. ex DC.	7989064	accepted	Euphrasia minima Jacq. ex DC.	475014	exact_match	Euphrasia minima			http://www.wikidata.org/entity/Q160244	7332901	wd_batch_update_gbif_taxonid
Symphytum caucasicum M.Bieb.	7989836	7989836	Symphytum caucasicum M.Bieb.	Symphytum caucasicum M.Bieb.	7989836	accepted	Symphytum caucasicum M.Bieb.	1452888	exact_match	Symphytum caucasicum			http://www.wikidata.org/entity/Q3507927	4067506	wd_batch_update_gbif_taxonid
Androsace lactea L.	8001549	8001549	Androsace lactea L.	Androsace lactea L.	8001549	accepted	Androsace lactea L.	184984	exact_match	Androsace lactea			http://www.wikidata.org/entity/Q164949	4006171	wd_batch_update_gbif_taxonid
Gentiana punctata L.	8008282	8008282	Gentiana punctata L.	Gentiana punctata L.	8008282	accepted	Gentiana punctata L.	49953	exact_match	Gentiana punctata			http://www.wikidata.org/entity/Q164729	3843741	wd_batch_update_gbif_taxonid
Potentilla argentea L.	8011540	8011540	Potentilla argentea L.	Potentilla argentea L.	8011540	accepted	Potentilla argentea L.	654633	exact_match	Potentilla argentea			http://www.wikidata.org/entity/Q158865	5365359	wd_batch_update_gbif_taxonid
Veronica acinifolia L.	8019690	8019690	Veronica acinifolia L.	Veronica acinifolia L.	8019690	accepted	Veronica acinifolia L.	195122	exact_match	Veronica acinifolia			http://www.wikidata.org/entity/Q163287	7332962	wd_batch_update_gbif_taxonid
Legousia speculum-veneris (L.) Chaix	8022456	8022456	Legousia speculum-veneris (L.) Chaix	Legousia speculum-veneris (L.) Chaix	8022456	accepted	Legousia speculum-veneris (L.) Chaix	239456	exact_match	Legousia speculum-veneris			http://www.wikidata.org/entity/Q935557	3158813	wd_batch_update_gbif_taxonid
Plantago lagopus L.	8022932	8022932	Plantago lagopus L.	Plantago lagopus L.	8022932	accepted	Plantago lagopus L.	185001	exact_match	Plantago lagopus			http://www.wikidata.org/entity/Q6077874	7303119	wd_batch_update_gbif_taxonid
Heliosperma alpestre (Jacq.) Griseb.	8027596	8027596	Heliosperma alpestre (Jacq.) Griseb.	Heliosperma alpestre (Jacq.) Griseb.	8027596	accepted	Heliosperma alpestre (Jacq.) Griseb.	415865	exact_match	Heliosperma alpestre			http://www.wikidata.org/entity/Q21168770	3810915	wd_batch_update_gbif_taxonid
Anthemis cotula L.	8035698	8035698	Anthemis cotula L.	Anthemis cotula L.	8035698	accepted	Anthemis cotula L.	158220	exact_match	Anthemis cotula			http://www.wikidata.org/entity/Q571357	3086594	wd_batch_update_gbif_taxonid
Parentucellia latifolia (L.) Caruel	8049400	8049400	Parentucellia latifolia (L.) Caruel	Parentucellia latifolia (L.) Caruel	8049400	accepted	Parentucellia latifolia (L.) Caruel, 1885	374721	exact_match	Parentucellia latifolia			http://www.wikidata.org/entity/Q7136830	3171819	wd_batch_update_gbif_taxonid
Orobanche alba Steph. ex Willd.	8051275	8051275	Orobanche alba Steph. ex Willd.	Orobanche alba Steph. ex Willd.	8051275	accepted	Orobanche alba Steph. ex Willd.	223089	exact_match	Orobanche alba			http://www.wikidata.org/entity/Q159440	7332651	wd_batch_update_gbif_taxonid
Achillea crithmifolia Waldst. & Kit.	8059665	8059665	Achillea crithmifolia Waldst. & Kit.	Achillea crithmifolia Waldst. & Kit.	8059665	accepted	Achillea crithmifolia Waldst. & Kit.	282732	exact_match	Achillea crithmifolia			http://www.wikidata.org/entity/Q15586894	3120157	wd_batch_update_gbif_taxonid
Linum tenuifolium L.	8069406	8069406	Linum tenuifolium L.	Linum tenuifolium L.	8069406	accepted	Linum tenuifolium L.	586397	exact_match	Linum tenuifolium			http://www.wikidata.org/entity/Q160361	7293135	wd_batch_update_gbif_taxonid
Vaccinium uliginosum L.	8073364	8073364	Vaccinium uliginosum L.	Vaccinium uliginosum L.	8073364	accepted	Vaccinium uliginosum L.	190548	exact_match	Vaccinium uliginosum			http://www.wikidata.org/entity/Q146967	2882814	wd_batch_update_gbif_taxonid
Citrus ×aurantium L.	8077391	8077391	Citrus ×aurantium L.	Citrus ×aurantium L.	8077391	accepted	Citrus aurantium L.	43166	exact_match	Citrus aurantium			http://www.wikidata.org/entity/Q147096	3190167	wd_batch_update_gbif_taxonid
Pimpinella anisum L.	8080300	8080300	Pimpinella anisum L.	Pimpinella anisum L.	8080300	accepted	Pimpinella anisum L.	271192	exact_match	Pimpinella anisum			http://www.wikidata.org/entity/Q28692	5371877	wd_batch_update_gbif_taxonid
Plantago atrata Hoppe	8083357	8083357	Plantago atrata Hoppe	Plantago atrata Hoppe	8083357	accepted	Plantago atrata Hoppe	101997	exact_match	Plantago atrata			http://www.wikidata.org/entity/Q163361	7302941	wd_batch_update_gbif_taxonid
Poa bulbosa L.	8086756	8086756	Poa bulbosa L.	Poa bulbosa L.	8086756	accepted	Poa bulbosa L.	202404	exact_match	Poa bulbosa			http://www.wikidata.org/entity/Q159237	2704238	wd_batch_update_gbif_taxonid
Centaurea scabiosa L.	8087525	8087525	Centaurea scabiosa L.	Centaurea scabiosa L.	8087525	accepted	Centaurea scabiosa L., 1753	145517	exact_match	Centaurea scabiosa			http://www.wikidata.org/entity/Q1569852	3127963	wd_batch_update_gbif_taxonid
Arenaria serpyllifolia L.	8089871	8089871	Arenaria serpyllifolia L.	Arenaria serpyllifolia L.	8089871	accepted	Arenaria serpyllifolia L.	254029	exact_match	Arenaria serpyllifolia			http://www.wikidata.org/entity/Q937450	5384468	wd_batch_update_gbif_taxonid
Aconitum variegatum L.	8090449	8090449	Aconitum variegatum L.	Aconitum variegatum L.	8090449	accepted	Aconitum variegatum L.	112594	exact_match	Aconitum variegatum			http://www.wikidata.org/entity/Q159064	3033672	wd_batch_update_gbif_taxonid
Sempervivum globiferum L.	8091002	8091002	Sempervivum globiferum L.	Sempervivum globiferum L.	8091002	accepted	Sempervivum globiferum L.	1239924	exact_match	Jovibarba globifera			http://www.wikidata.org/entity/Q22106398	7334563	wd_batch_update_gbif_taxonid
Euphrasia officinalis L.	8106874	8106874	Euphrasia officinalis L.	Euphrasia officinalis L.	8106874	accepted	Euphrasia officinalis L.	290213	exact_match	Euphrasia officinalis			http://www.wikidata.org/entity/Q17813184	3171967	wd_batch_update_gbif_taxonid
Asplenium trichomanes L.	8108066	8108066	Asplenium trichomanes L.	Asplenium trichomanes L.	8108066	accepted	Asplenium trichomanes L.	78464	exact_match	Asplenium trichomanes			http://www.wikidata.org/entity/Q902211	2650662	wd_batch_update_gbif_taxonid
Soldanella minima Hoppe	8109831	8109831	Soldanella minima Hoppe	Soldanella minima Hoppe	8109831	accepted	Soldanella minima Hoppe	152124	exact_match	Soldanella minima			http://www.wikidata.org/entity/Q15092397	4005201	wd_batch_update_gbif_taxonid
Teucrium resupinatum Desf.	8118326	8118326	Teucrium resupinatum Desf.	Teucrium resupinatum Desf.	8118326	accepted	Teucrium resupinatum Desf.	1210114	exact_match	Teucrium resupinatum			http://www.wikidata.org/entity/Q15371463	3893708	wd_batch_update_gbif_taxonid
Salix retusa L.	8119241	8119241	Salix retusa L.	Salix retusa L.	8119241	accepted	Salix retusa L.	77066	exact_match	Salix retusa			http://www.wikidata.org/entity/Q164975	5583341	wd_batch_update_gbif_taxonid
Aster amellus L.	8133114	8133114	Aster amellus L.	Aster amellus L.	8133114	accepted	Aster amellus L.	72897	exact_match	Aster amellus			http://www.wikidata.org/entity/Q819178	5387424	wd_batch_update_gbif_taxonid
Silene cretica L.	8150863	8150863	Silene cretica L.	Silene cretica L.	8150863	accepted	Silene cretica L., 1753	54822	exact_match	Silene cretica			http://www.wikidata.org/entity/Q12217924	5584298	wd_batch_update_gbif_taxonid
Linum alpinum Jacq.	8152305	8152305	Linum alpinum Jacq.	Linum alpinum Jacq.	8152305	accepted	Linum alpinum Jacq.	1000420	exact_match	Linum alpinum			http://www.wikidata.org/entity/Q2650775	4048436	wd_batch_update_gbif_taxonid
Sempervivum montanum L.	8164781	8164781	Sempervivum montanum L.	Sempervivum montanum L.	8164781	accepted	Sempervivum montanum L.	1239926	exact_match	Sempervivum montanum			http://www.wikidata.org/entity/Q161409	7334248	wd_batch_update_gbif_taxonid
Saxifraga aizoides L.	8165236	8165236	Saxifraga aizoides L.	Saxifraga aizoides L.	8165236	accepted	Saxifraga aizoides L.	102714	exact_match	Saxifraga aizoides			http://www.wikidata.org/entity/Q133893	3032830	wd_batch_update_gbif_taxonid
Polygala calcarea F.W.Schultz	8169088	8169088	Polygala calcarea F.W.Schultz	Polygala calcarea F.W.Schultz	8169088	accepted	Polygala calcarea F.W.Schultz	375120	exact_match	Polygala calcarea			http://www.wikidata.org/entity/Q163756	7293308	wd_batch_update_gbif_taxonid
Spiraea japonica L.fil.	8170635	8170635	Spiraea japonica L.fil.	Spiraea japonica L.fil.	8170635	accepted	Spiraea japonica L.f.	309823	exact_match	Spiraea japonica			http://www.wikidata.org/entity/Q158201	3026403	wd_batch_update_gbif_taxonid
Mentha ×verticillata L.	8172952	8172952	Mentha verticillata L.	Mentha verticillata L.	8172952	accepted	Mentha x verticillata L., 1759	1164941	exact_match	Mentha x verticillata			http://www.wikidata.org/entity/Q15341809	2927186	wd_batch_update_gbif_taxonid
Avena nuda L.	8174035	8174035	Avena nuda L.	Avena nuda L.	8174035	accepted	Avena nuda L.	4497	exact_match	Avena nuda			http://www.wikidata.org/entity/Q159777	2705296	wd_batch_update_gbif_taxonid
Rosa rubiginosa L.	8174785	8174785	Rosa rubiginosa L.	Rosa rubiginosa L.	8174785	accepted	Rosa rubiginosa L., 1771	74636	exact_match	Rosa rubiginosa			http://www.wikidata.org/entity/Q15546415	3007441	wd_batch_update_gbif_taxonid
Heracleum austriacum L.	8181004	8181004	Heracleum austriacum L.	Heracleum austriacum L.	8181004	accepted	Heracleum austriacum L.	491174	exact_match	Heracleum austriacum			http://www.wikidata.org/entity/Q301436	3630464	wd_batch_update_gbif_taxonid
Potentilla verna L.	8182596	8182596	Potentilla verna L.	Potentilla verna L.	8182596	accepted	Potentilla verna L.	1016828	exact_match	Potentilla verna			http://www.wikidata.org/entity/Q21877144	5365710	wd_batch_update_gbif_taxonid
Carduus nutans L.	8185959	8185959	Carduus nutans L.	Carduus nutans L.	8185959	accepted	Carduus nutans L.	92906	exact_match	Carduus nutans			http://www.wikidata.org/entity/Q1431280	3114542	wd_batch_update_gbif_taxonid
Valeriana excelsa Poir.	8188719	8188719	Valeriana excelsa Poir.	Valeriana excelsa Poir.	8188719	accepted	Valeriana excelsa Poir., 1808	2604465	exact_match	Valeriana excelsa			http://www.wikidata.org/entity/Q104375184	7298956	wd_batch_update_gbif_taxonid
Melilotus officinalis (L.) Lam.	8193111	8193111	Melilotus officinalis (L.) Lam.	Melilotus officinalis (L.) Lam.	8193111	accepted	Melilotus officinalis (L.) Lam.	47083	exact_match	Melilotus officinalis			http://www.wikidata.org/entity/Q161160	2971024	wd_batch_update_gbif_taxonid
Rumex crispus L.	8195144	8195144	Rumex crispus L.	Rumex crispus L.	8195144	accepted	Rumex crispus L.	174649	exact_match	Rumex crispus			http://www.wikidata.org/entity/Q157643	2888944	wd_batch_update_gbif_taxonid
Artemisia pontica L.	8195160	8195160	Artemisia pontica L.	Artemisia pontica L.	8195160	accepted	Artemisia pontica L.	669136	exact_match	Artemisia pontica			http://www.wikidata.org/entity/Q853554	3121147	wd_batch_update_gbif_taxonid
Valeriana phu L.	8201823	8201823	Valeriana phu L.	Valeriana phu L.	8201823	accepted	Valeriana phu L.	1536782	exact_match	Valeriana phu			http://www.wikidata.org/entity/Q17435350	4095810	wd_batch_update_gbif_taxonid
Euphorbia esula L.	8203538	8203538	Euphorbia esula L.	Euphorbia esula L.	8203538	accepted	Euphorbia esula L.	3993	exact_match	Euphorbia esula			http://www.wikidata.org/entity/Q148882	3064250	wd_batch_update_gbif_taxonid
Polygala alpestris Rchb.	8207089	8207089	Polygala alpestris Rchb.	Polygala alpestris Rchb.	8207089	accepted	Polygala alpestris Rchb.	882677	exact_match	Polygala alpestris			http://www.wikidata.org/entity/Q160345	4051881	wd_batch_update_gbif_taxonid
Gentiana purpurea L.	8207244	8207244	Gentiana purpurea L.	Gentiana purpurea L.	8207244	accepted	Gentiana purpurea L.	49954	exact_match	Gentiana purpurea			http://www.wikidata.org/entity/Q162579	3843647	wd_batch_update_gbif_taxonid
Plantago lanceolata L.	8208358	8208358	Plantago lanceolata L.	Plantago lanceolata L.	8208358	accepted	Plantago lanceolata L.	39414	exact_match	Plantago lanceolata			http://www.wikidata.org/entity/Q157408	3189736	wd_batch_update_gbif_taxonid
Nolana paradoxa Lindl.	8228776	8228776	Nolana paradoxa Lindl.	Nolana paradoxa Lindl.	8228776	accepted	Nolana paradoxa Lindl.	374033	exact_match	Nolana paradoxa			http://www.wikidata.org/entity/Q3342876	7299265	wd_batch_update_gbif_taxonid
